Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13889,Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0,0,0.04,0,0.04
1198,Stuntman,PS2,2002,Racing,Atari,0.76,0.59,0,0.2,1.55
302,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
14311,Hallowed Legends: Samhain,PC,2011,Adventure,Focus Home Interactive,0,0.02,0,0.01,0.03
13084,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007,Action,Namco Bandai Games,0,0,0.05,0,0.05
1218,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,0.85,0.58,0,0.1,1.54
6286,Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,0.25,0,0,0.02,0.27
9224,Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.07,0,0.06,0.01,0.14
6516,Disney Sing It: Pop Hits,PS3,2009,Misc,Disney Interactive Studios,0.17,0.05,0,0.03,0.26
14582,Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0,0,0.03,0,0.03
3103,F-Zero GX,GC,2003,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65
6886,Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ,0.22,0,0,0.02,0.24
462,Saints Row 2,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03
10056,Growlanser Generations,PS2,2003,Role-Playing,Atlus,0.06,0.04,0,0.01,0.11
7279,Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.22
14552,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0,0,0.03,0,0.03
4694,Wheel of Fortune: 2nd Edition,PS,2000,Misc,Hasbro Interactive,0.23,0.16,0,0.03,0.41
13145,The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,0,0.04,0,0.01,0.05
5822,Imagine: Family Doctor,DS,2009,Simulation,Ubisoft,0.28,0.01,0,0.02,0.3
2533,Dragon Warrior III,GB,2000,Role-Playing,Enix Corporation,0,0,0.81,0,0.81
94,Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.8,3.3,0.14,1.37,7.6
13911,Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.02,0.01,0,0,0.04
9695,Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0,0,0.12,0,0.12
4427,Metro: Last Light,PS3,2013,Action,Deep Silver,0.14,0.2,0.03,0.08,0.44
2413,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86
11250,MetropolisMania,PS2,2001,Strategy,Natsume,0.04,0.03,0,0.01,0.09
5337,EverGrace,PS2,2000,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35
1986,MySims Agents,Wii,2009,Adventure,Electronic Arts,0.62,0.32,0,0.1,1.05
7,New Super Mario Bros.,DS,2006,Platform,Nintendo,11.38,9.23,6.5,2.9,30.01
9469,The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,0.12,0,0,0.01,0.13
9551,Venetica,PS3,2010,Role-Playing,DTP Entertainment,0.07,0.04,0,0.02,0.13
8814,Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0.04,0,0,0.15
11958,Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,0.06,0,0,0.01,0.07
7061,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0,0.19,0,0.04,0.23
12688,Scurge: Hive,DS,2006,Action,SouthPeak Games,0.05,0,0,0,0.06
307,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9
11298,Prisoner of War,XB,2002,Adventure,Atari,0.06,0.02,0,0,0.08
1746,Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Take-Two Interactive,0.97,0.04,0,0.16,1.16
10136,Power Rangers: Super Legends,DS,2007,Action,Disney Interactive Studios,0.08,0.03,0,0.01,0.11
6481,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,0.24,0,0,0.02,0.26
7847,Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Role-Playing,Level 5,0,0,0.19,0,0.19
13932,Train Simulator 2016,PC,2015,Simulation,Unknown,0,0.04,0,0,0.04
1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35
13283,Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.05
7582,X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0,0,0.2
10977,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.09,0,0,0.01,0.09
10097,JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.07,0.03,0,0.02,0.11
5133,Harry Potter and the Order of the Phoenix,PSP,2007,Action,Electronic Arts,0.1,0.17,0,0.1,0.37
5483,BeatMania Append GottaMix,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.31,0.02,0.33
10783,Paws & Claws: Pet Vet,Wii,2009,Simulation,THQ,0.09,0,0,0.01,0.1
7009,Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0,0.04,0.23
13605,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04
8816,Zoids: Battle Legends,GC,2003,Action,Tomy Corporation,0.12,0.03,0,0,0.15
10646,Fifi and the Flowertots,DS,2009,Misc,Avanquest,0,0.09,0,0.01,0.1
13772,Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04
12712,Constantine,XB,2005,Action,SCi,0.04,0.01,0,0,0.06
765,Mahjong,NES,1983,Misc,Nintendo,0.01,0,2.13,0,2.14
13346,Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0,0,0,0.05
6460,King's Field II,PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26
6202,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.22,0.06,0,0.01,0.28
6362,Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.25,0,0,0.02,0.27
9142,Gretzky NHL 06,PS2,2005,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
9981,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,Misc,D3Publisher,0,0,0.12,0,0.12
14817,Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
5028,Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38
8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,0,0,0.16,0.01,0.17
2335,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89
1887,Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0,0.14,1.09
8313,Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher,0.16,0,0,0.01,0.17
1452,Crysis 2,X360,2011,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35
12915,Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,0,0,0.05,0,0.05
7453,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21
13903,Tokumei Sentai Go-Busters,DS,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04
7853,Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,0.05,0.11,0,0.03,0.19
5186,LocoRoco 2,PSP,2008,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36
14974,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02
14348,SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
6232,Deer Hunter,PS2,2003,Sports,Atari,0.14,0.11,0,0.04,0.28
12286,My Pet Chimp,DS,2010,Simulation,505 Games,0.06,0,0,0,0.06
8320,Tokyo Xtreme Racer,DC,1999,Racing,Genki,0,0,0.17,0,0.17
8288,Despicable Me: The Game,PSP,2010,Platform,D3Publisher,0.05,0.08,0,0.04,0.17
7104,The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
15989,Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
14403,Boot Camp Academy,Wii,2010,Action,Zoo Games,0.03,0,0,0,0.03
7404,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.06,0,0.13,0.01,0.21
7179,MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22
3586,Backyard NFL Football,GBA,2002,Sports,Infogrames,0.4,0.15,0,0.01,0.56
6495,Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26
1067,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69
12671,Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0,0,0,0.06
16575,Scarlett: Nichijou no Kyoukaisen,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
8114,The Adventures of Cookie & Cream,PS2,2000,Puzzle,Empire Interactive,0.09,0.07,0,0.02,0.18
15445,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.02,0,0,0.02
3416,Payday 2,X360,2013,Shooter,505 Games,0.33,0.21,0,0.05,0.59
15594,Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,0.02,0,0,0,0.02
7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0,0.02,0.19
9240,Pro Yakyuu Netsu Star 2006,PS2,2006,Sports,Namco Bandai Games,0,0,0.14,0,0.14
7333,Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21
16496,The Smurfs,3DS,N/A,Action,Unknown,0,0.01,0,0,0.01
13439,Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.05
10950,Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0,0,0.01,0.09
15570,Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,0,0.02,0,0,0.02
11601,Grease Dance,PS3,2011,Misc,505 Games,0.05,0.02,0,0.01,0.08
15339,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0,0.02,0,0,0.02
12343,Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,0,0,0.06,0,0.06
10555,Freaky Flyers,PS2,2003,Racing,Midway Games,0.05,0.04,0,0.01,0.1
4445,LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.1,0,0.02,0.44
1709,LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.4,0.49,0,0.29,1.18
10262,Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0,0.01,0.11
5149,Shin Megami Tensei II,SNES,1994,Role-Playing,Atlus,0,0,0.37,0,0.37
11374,Steins;Gate,PS3,2012,Adventure,PQube,0.01,0.04,0.02,0.01,0.08
16504,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010,Shooter,Activision,0.01,0,0,0,0.01
2827,Rabbids Go Home,DS,2009,Platform,Ubisoft,0.35,0.3,0,0.07,0.72
9826,Sega Soccer Slam,PS2,2002,Sports,Sega,0.06,0.05,0,0.02,0.12
2144,Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,0,0,0.97,0,0.97
11019,Junior Mystery Quest,DS,2011,Puzzle,GSP,0.07,0.01,0,0.01,0.09
9860,Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0,0.02,0.01,0.12
14080,NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,THQ,0.02,0.01,0,0,0.04
8062,X-Men Origins: Wolverine,PS2,2009,Action,Activision,0.13,0,0,0.05,0.18
14225,Tail Concerto,PS,1998,Adventure,Namco Bandai Games,0.02,0.01,0,0,0.03
7395,Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0,0.01,0.21
7018,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23
15416,Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,0,0,0.02,0,0.02
10232,Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,0.05,0.04,0,0.01,0.11
13919,The Ripping Friends,GBA,2002,Action,THQ,0.03,0.01,0,0,0.04
9582,Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.1,0.03,0,0,0.13
3833,Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.46,0.02,0,0.05,0.52
1499,Skylanders Giants,X360,2012,Action,Activision,0.75,0.45,0,0.11,1.32
10736,Power Stone Collection,PSP,2006,Action,Capcom,0.08,0,0,0.01,0.1
9091,PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
74,Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,2.01,2.32,4.36,0.41,9.09
6928,DanceDanceRevolution II,Wii,N/A,Misc,Konami Digital Entertainment,0.22,0,0,0.02,0.24
12157,Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01,0.07
11931,Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0,0.01,0.07
10728,Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0,0.08,0,0.01,0.1
6312,Rocky: Legends,PS2,2004,Action,Ubisoft,0.13,0.1,0,0.03,0.27
3734,Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.29,0.01,0.11,0.54
2880,MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,0.66,0,0,0.05,0.71
9113,The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14
1142,NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21,1.61
5683,Momotarou Dentetsu Happy,SNES,1996,Misc,Hudson Soft,0,0,0.32,0,0.32
7002,Rock Band Track Pack: Classic Rock,Wii,2009,Misc,MTV Games,0.22,0,0,0.02,0.23
5606,Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010,Platform,D3Publisher,0.22,0.08,0,0.03,0.32
11738,Party Pigs: Farmyard Games,Wii,2009,Misc,Data Design Interactive,0.07,0,0,0,0.07
1363,Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,0.12,0,1.3,0,1.42
10583,Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.07,0,0.01,0.02,0.1
14595,Grid Runner,PS,1996,Action,Virgin Interactive,0.02,0.01,0,0,0.03
15561,Garfield's Nightmare,DS,2007,Platform,Game Factory,0.01,0,0,0,0.02
5866,Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,0.24,0.03,0,0.02,0.3
1644,NBA Live 99,PS,1997,Sports,Electronic Arts,1.13,0.05,0,0.03,1.22
1523,Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,0,0,1.29,0.01,1.3
4365,Fatal Fury 2,SNES,1993,Fighting,Takara,0,0,0.45,0,0.45
1586,Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0,0.01,0.75,1.25
2420,Ford Racing,PS,2001,Racing,Empire Interactive,0.48,0.33,0,0.06,0.86
9540,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016,Action,Square Enix,0,0,0.13,0,0.13
12247,Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,0,0,0.06,0,0.06
507,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0,0.17,2.86
3463,Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.27,0.26,0,0.05,0.58
4560,Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.39,0,0,0.03,0.43
4321,Enter the Matrix,GC,2003,Action,Atari,0.34,0.09,0.02,0.01,0.45
7584,Cars,XB,2006,Racing,THQ,0.15,0.04,0,0.01,0.2
9321,Salt Lake 2002,PS2,2002,Sports,Eidos Interactive,0.07,0.05,0,0.02,0.14
129,Assassin's Creed III,PS3,2012,Action,Ubisoft,2.64,2.56,0.16,1.14,6.5
13683,The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.03,0,0,0.04
6237,Mass Effect Trilogy,PC,2012,Action,Electronic Arts,0.09,0.16,0,0.03,0.28
5679,Littlest Pet Shop: City Friends,DS,2009,Simulation,Electronic Arts,0.29,0,0,0.02,0.32
12196,Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.01,0.07
8795,Darksiders,PC,2010,Action,THQ,0.07,0.06,0,0.02,0.15
14695,Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0,0,0.03,0,0.03
1280,Nintendo World Cup,NES,1990,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48
1973,Adventure Island,NES,1986,Platform,Hudson Soft,0,0,1.05,0,1.05
366,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
4032,Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,0.31,0.13,0.02,0.04,0.49
8582,Power Stakes,PS,1997,Sports,Aques,0,0,0.15,0.01,0.16
13316,Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0,0,0.05,0,0.05
5657,7 Wonders II,DS,2009,Puzzle,Rondomedia,0.14,0.15,0,0.03,0.32
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71
5549,"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive,0.14,0.16,0,0.03,0.33
7156,G-Force,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0,0.03,0.22
2075,Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.04,0.01,0.08,1
3209,Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0,0.06,0.63
11920,NCAA College Football 2K3,GC,2002,Sports,Sega,0.05,0.01,0,0,0.07
8068,We Sing UK Hits,Wii,2011,Misc,Nordic Games,0,0.16,0,0.02,0.18
9721,Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.11,0,0,0.01,0.12
5378,Radiant Historia,DS,2010,Role-Playing,Atlus,0.24,0,0.09,0.02,0.34
11518,Shonen Jump's One Piece: Pirates Carnival,GC,2005,Misc,Namco Bandai Games,0.06,0.02,0,0,0.08
11677,Krazy Ivan,PS,1995,Simulation,Psygnosis,0.04,0.03,0,0,0.08
1192,Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56
11568,The Voice,X360,2014,Action,Activision,0.07,0,0,0.01,0.08
13598,Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0,0,0.04,0,0.04
1262,Ice Climber,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5
6524,Nightmare Creatures,N64,1996,Action,Activision,0.21,0.05,0,0,0.26
1314,WCW vs the World,PS,1998,Fighting,THQ,1.17,0.2,0.04,0.05,1.46
3646,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,Shooter,D3Publisher,0.31,0.21,0,0.04,0.55
5390,The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,0.22,0.11,0,0.01,0.34
3803,Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53
2236,Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93
14704,Magicka,PC,2011,Role-Playing,Paradox Interactive,0,0.02,0,0.01,0.03
15610,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006,Action,Sega,0,0,0.02,0,0.02
6986,Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,0,0,0.23,0,0.23
5827,Shrek Swamp Kart Speedway,GBA,2002,Racing,TDK Mediactive,0.22,0.08,0,0.01,0.3
15476,Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,0.01,0.01,0,0,0.02
